CustomerNum,Casino,Visits2010,AvgAmountPerStay,PreferredGame
5881100277,Montebella,7,34,Roulette
0245721397,Montebella,10,26,Blackjack
7685593417,Tennessee Tom's,10,36,Slots
1297326913,Saddleman's Ranch,2,33,Blackjack
7905996667,Slappy O'Mulligans,3,60,Slots
2646887208,Tennessee Tom's,1,52,Poker
5451526520,Slappy O'Mulligans,4,66,Craps
7970961253,Slappy O'Mulligans,9,53,Craps
7589115497,Lion's Den,9,81,Poker
9296008646,Golden Pharoah,2,75,Poker
6040657639,Slappy O'Mulligans,15,46,Craps
1876067485,Pirate's Booty,1,54,Poker
9121137520,Lion's Den,12,40,Poker
7925254311,Montebella,3,63,Slots
9834773723,Golden Pharoah,11,87,Slots
5896528369,Tennessee Tom's,15,82,Roulette
7786565280,Tennessee Tom's,10,70,Roulette
4732145360,Montebella,7,10,Slots
6127256667,The Pallasadium,9,29,Slots
9625019181,Golden Pharoah,14,39,Roulette
0422206979,Tennessee Tom's,9,35,Slots
3379661406,Golden Pharoah,5,23,Roulette
7633498482,Saddleman's Ranch,8,32,Craps
8942277788,Slappy O'Mulligans,11,20,Blackjack
5972666735,Golden Pharoah,2,84,Roulette
7166488469,Montebella,8,27,Blackjack
4305175507,Golden Pharoah,7,20,Craps
7612858947,Montebella,15,20,Slots
3364551384,Saddleman's Ranch,15,22,Craps
